stock,volume
OVAS,128
OTSKY,6
PAM,8360
ALXN,22390
CPXGF,1
PAR,300
ITRI,3598
GPI,1525
WTKWY,264
GPL,140418
BWINB,310
BGMD,50836
GPK,144449
VIVO,2119
GPN,16709
TCPC,6572
GPM,11211
ITRN,932
FSYS,7836
XRA,15626
GNLK,20900
ALZH,300
PAY,57494
GPT,6327
TCPN,519
GPS,1908231
PBA,3437
GPX,1536
JOES,10000
PBE,4396
XRM,4793
PBD,219
PBF,43519
PBI,975839
PBH,8642
XRS,15882
JOEZ,14421
PBJ,8610
XRT,214562
PBP,59610
XRX,392722
PBS,10291
DVCR,110
PBR,976587
BAC.PR.I,3132
PBT,9656
RPAI.PR.A,1
PBW,3277
XRGYF,3000
PBY,3734
BAC.PR.E,297
CSBK,843
BAC.PR.D,3500
XSD,1330
NORSB,700
UWTI,1990
OFC.PR.L,90
PCC,400
PCF,988
AMAVF,61
PCH,648
PCG,24926
TCOR,375
DECK,32982
GRA,112542
PCI,45050
SPOXF,3693
MGLN,472
PCL,16057
GRC,677
PCK,17774
PCN,9976
PCM,3098
SQNM,26542
ICPT,10559
PCP,11642
XSW,325
PCO,263
BAC.PR.Z,778
PCQ,7485
GRI,1406
DMSI,7500
CLCGY,145
MGNX,707
FSUMF,13450
STAG.PR.B,251
STAG.PR.A,595
CSCO,2180158
GRO,340
TCRD,4561
PCY,9854
GRT,17110
VIXH,25
GRU,600
AUMN,24104
GRX,130
OEDV,200
CSCD,2810
NBBC,671
XTN,85
PDI,4635
PDH,1728
TSRYY,31
GSC,400
CBAK,100
PDM,23861
CBAI,50664
GSE,14
SQQQ,137486
BGNN,101
GSG,72978
PDO,5
ITUB,607309
PDN,8018
GSF,5311
VIXY,35110
GSI,1210
PDP,18995
GSH,2331
MGON,70000
SIAF,63162
GSK,130735
PDS,18953
TTTM,8000
GSJ,2300
LUNA,5715
GSM,3412
PDT,2154
GSL,500
GNMK,759
MMRSF,10000
ADMD,5000
GSP,400
GSS,212095
XUE,14643
GST,73122
CDUAF,100
GSV,500
GSY,478
PEB,2946
OMTK,4450
LULU,95677
PEG,59748
PEJ,2291
ADLS,1
PEI,4004
PEK,450
GTE,21694
PEP,188528
PEO,2004
PER,7627
GTI,19358
PES,12834
KKPNY,1821
GTN,30420
PEZ,2020
VIZS,601000
QKLS,200
PEY,3842
PSB.PR.R,28
GTT,503
ADNC,2827
PSB.PR.S,1341
GTS,193
PSB.PR.T,1
GTU,5317
PSB.PR.V,210
ICUI,2624
GTY,77
PFE,900420
TCTZF,1769
QPTFF,1000
PFD,398
PFG,14596
PFF,122005
GUA,45
NVY.PR.C,5
PFM,153
PFL,11252
PFO,1485
ADMP,5424
PFN,17963
MXSG,63000
PFS,659
AUNZ,36
ILED,10000
HIBB,864
CSFS,20874
KYN.PR.G,6
TLNUF,240000
GUR,3227
MPAA,1100
GUT,117
SIAL,15338
CSFL,1712
PGC,5
KYN.PR.E,21
PGF,10161
YAHOY,75
PGH,54318
ICTL,1550
CBDS,3630
PGJ,2659
GVA,1457
PGI,2277
DVHI,9000
DVHL,200
MGPI,153
NBCB,1331
PGP,4031
PGR,33976
GVI,8186
CSEY,2888
PHII,607
EPZM,7545
THBIY,9353
GNPG,58000
PGX,30252
GVP,500
AMAT,423577
PGZ,103
CSGS,457
GVT,1122
AMAP,34671
CSGP,32
PHA,300
PHB,9872
VALE,2372592
CBEY,3122
AMAG,25
PHD,23058
PHG,54497
PHF,400
PHI,976
PHH,6917
KRNY,5
PHK,42191
PHM,270828
KAMN,895
PHO,12181
LMAT,106
RHWKF,10000
VALU,20
GWL,2261
PHT,3705
VRNG,54718
TTXP,11200
AMBT,2037
PHX,4
GWBU,200
GWR,16744
AMBS,264435
GWW,8088
GWX,29680
XYL,39407
PID,1305
AMBK,70
PIE,7684
AMBI,200
RDSMY,217
MGRC,2512
PII,4212
VRML,790
GXC,13696
AMBC,17111
GXF,5345
PIN,8925
PIM,11090
AMBA,190996
PIP,136
PIO,1941
GXG,700
PIR,29947
TLGN,74
GNRC,18235
KALU,1639
GXP,43520
TTWO,58608
LDOS,9681
PIZ,4446
CMS.PR.B,15
AMCO,1
CSIQ,166526
PJC,1048
ADRE,1499
AMCN,52766
FEEDQ,965
GNTX,28608
FCAN,1559
NBHC,16
ADRD,771
XGTI,700
LDRH,3018
BPFH,8396
PJH,306
CSII,3808
SIFY,1900
OVLY,1000
AMCF,12310
AMCC,99617
PJL,100
NSIT,1779
SIGA,2060
PJP,6218
AUSE,58
SIGM,11928
FCBC,1246
SIGI,775
JONE,3222
GFED,200
REMYF,200
ADSK,150346
CPOKY,8675
PKB,50
HEI.A,1956
PKD,14727
PHMD,137024
VRNT,8471
PKE,1089
PKG,17674
MPEL,300332
GNSZ,1143
PKI,72765
HIFS,162
WMAR,30
BCONQ,500
PTMEY,4
PKO,4309
MPET,25
PKT,6785
ADRU,1560
RNST,2715
PKX,13840
LMCA,5981
PKW,62462
PKY,11608
AMCX,15451
SIFI,1
GZT,400
ADTM,5500
ADTN,3846
VAPR,26825
NBIX,22963
FCCN,1500
HIIQ,141
PLD,65584
PLG,19625
AMEN,1
FTEC,17313
HIIT,31900
AMEL,1199535
PLM,5900
PLL,13478
AMEH,330
CSKH,40000
FCCY,100
PLP,1
FTEK,31383
AMED,472
CBIS,5205914
PLT,7372
PLW,282
DVOX,110
TLLP,1139
QCCO,500
LUVE,14038
PLX,11415
IOPDQ,500
MXWL,5517
PMD,1385
PMC,1467
PRGAF,100
PMF,6527
IPSEY,4179
LDSI,100
WMCR,1
PML,34526
PMM,761
PMO,29330
PMR,1510
GNVC,47640
IVR.PR.A,1731
PMT,8686
PHOT,3885188
PMX,9892
HDELY,34
CBLI,24200
VRTC,2300
PNC,65106
FCEL,343823
SOMLY,3300
PNF,3057
ILNS,25000
PNI,5044
FTGC,400
PNK,7137
SLG.PR.I,5600
MCEEF,45
SWDBY,150
AMGN,119937
PNM,12280
ADVC,440
WMGI,1749
VRTS,1059
VASC,7100
PNR,23540
VRTU,3615
MGYR,700
PNW,32824
PNY,8195
PNX,118
PHRX,10160
CSMA,100
GFIG,188
JGBD,856
DENN,3895
ADUS,4876
KRSL,300
TTNDY,27
ILMN,16376
QTEC,768
CSNT,7000
WDTI,529
LUVU,500
POL,17681
NSLP,1775
POM,42962
POR,13199
POT,283760
AUXO,600
RNWK,45
AUXL,35144
AMHD,200000
GWIO,5025
VRSK,17568
ADVS,3378
VRSN,58127
AGPYY,26
PPA,6247
ADXS,5169
PPC,10539
GASNY,30
CBNJ,340
OVRL,2000
YAO,776
PPG,27994
HIMR,8060600
PPH,6694
MPLX,7946
VJET,45775
PPL,233305
HIMX,863490
PPO,10287
PPP,16782
PPS,4145
PPR,25786
PPT,22895
CBMX,39168
HVRRY,7
SIMG,10080
XPLR,7300
AMIC,510
PPX,691
AMID,240
NSPH,3310
CSOD,3649
WMIH,54403
SIMO,1250
DEPO,11715
HILL,16403
BML.PR.J,46
DNAX,570724
BML.PR.I,1684
AVCVF,1000
BML.PR.H,1
HILO,3850
BML.PR.L,641
VRTX,20232
CBOE,14007
FCFS,1020
BLIAQ,6248
SILC,375
UGAZ,74823
JGBS,852
HAE,21871
MURGF,20
VASO,4000
RFIL,2276
HAL,225853
TOOTQ,1000
HAP,946
HZNP,88846
JOSB,5985
HAO,5237
TLOG,2011
EHTH,3559
HAR,13522
MURGY,1299
KATX,194
OCZTQ,378008
FCGD,35
LMIA,654
HAS,20627
CBNR,800
HAV,1100
PRA,5261
MPSYF,610
CBPO,254
ZERO,5950
PRE,13361
YCL,500
PRF,8669
NWRLY,200
PRI,4133
JOUT,7
PRH,1
YCS,13438
PRK,123
NLY.PR.C,184
NLY.PR.D,1062
RDSPY,100
NLY.PR.A,2983
HRAA,10000
PRO,2751
PRN,3486
AMKR,32814
HBI,21256
WRB.PR.B,537
PRU,117655
AESAY,17188
HRAL,254500
PRY,56
HBP,1207
IDCC,8895
GFMH,10000
PSB,460
PSA,20136
OESX,200
GDP.PR.D,521
PSF,1724
NSPR,9122
CSGKF,3924
PSJ,38
PSI,802
HCA,107191
PSL,1200
FCHS,1400
PSK,1765
HCC,6508
ONCS,309326
HLUYY,16
PSP,102318
PSO,17545
PSR,1
HCJ,100
HPHTF,100
AMLP,134814
HCI,5116
PSQ,7195
SINA,47693
BPOP,11773
ONCY,10050
PST,15228
HCN,110106
AMLM,700
DNDN,106411
PSX,192030
HCP,78417
OVTI,39885
DNDT,5307
CSRE,1413
DEST,148
PTC,20076
BOREF,200
NEE.PR.C,694
PTF,230
PTH,710
TDGCF,1750
CBRL,1505
BRK.A,31
BRK.B,150604
HDB,10456
AXAHY,3504
TUES,21898
PTM,5660
NEE.PR.I,416
GWPH,11561
NEE.PR.H,689
HDG,22
PTN,1025
NEE.PR.J,1607
PTP,943
TLTE,250
NEE.PR.G,2469
PTR,11820
TLTD,565
NEE.PR.F,1621
TKTDY,2
PTY,19975
AXAHF,424
PTX,650
HDS,49084
AMMG,14800
HDV,16070
HDY,24
NSTG,1834
RTRAF,7303
ONEK,19
HIPP,8080
SBOTF,25430
NSRS,22730
HEB,93164
PUI,11
ONEF,28
ZVUE,1000
PUK,7628
CBSH,3812
HEI,5274
RFMD,107617
ONEQ,4753
NSSC,2970
SMGBY,1200
HEP,4820
PUW,1
RFMK,3511587
AMNL,38
HEQ,900
PBR.A,2332957
YGE,796435
HPT.PR.D,1392
CSTM,11277
HES,80502
CBRX,100
PVA,115949
AMNF,1660
CSTI,500
XPOI,3000
EQIX,24687
CSTE,487
AMNB,608
PVG,52980
FCMP,2289
ISCHY,700
PVI,4256
GWRE,6715
PVH,10498
TDEY,10670
HFC,95525
DVYL,15200
NBTB,353
LMOS,143
DEWM,7945000
PVR,10713
FORTY,60
NSFDF,400
XPRT,250
TRNO.PR.A,240
PCCWY,20
IDGC,750000
SRDX,620
CSUN,23952
HITK,515
CKEC,2724
PWB,30
PWC,1716
UVVZP,1
OCANF,2804
PWE,147125
CBST,5464
ZEUS,421
C.PR.C,2
BFGIF,450
SRCH,11555
CSWC,4976
ZNGA,444767
AVBH,400
SAAS,557
C.PR.E,226
LMNR,10
SRCE,306
HGH,218
MYCC,11532
LMNX,2987
C.PR.K,17570
PWO,1
GFOX,3200
HGG,2422
PWR,31406
HGI,1020
SIRI,1907542
C.PR.J,500
AMPW,300
PWV,2286
SRCL,20954
C.PR.N,2255
PWX,3
C.PR.S,2
AMPS,400
QCLN,1020
PWZ,412
HGR,488
C.PR.Q,1
HGT,21617
AVAV,11037
FTNT,164341
SIRO,12584
HRDN,500496
PHYS,10518
DVYA,841
PFG.PR.B,97
PXE,279
ISCHF,615
CSVI,600
PXD,74152
DVYE,8297
ASBRF,100
PXF,317
AMPE,9299
PXI,142
PXH,6858
AMRE,396
HHC,6378
AMRB,300
PXJ,560
ROCK,215
AMRC,163
IDHQ,50
PXN,2750
PXQ,812
SAEE,10000
HSFC.PR.B,685
PXR,200
LEAP,7471
FLAG,1600
DNKN,118529
CEFLF,2250
QCOR,54786
HHS,2370
PVTBP,193
FCPG,2505
GRH.PR.C,26
QCOM,1727428
BDRBF,10986
HAFC,1691
HHY,3551
PYC,200
BPTH,9811
AMADY,210
MYFT,1000000
ROBK,2285
HITT,605
AMSE,2000
AMSF,366
AMSC,131424
PYK,600
PYN,1089
HIH,576
BAYZF,350
HIG,83674
HII,14082
HIL,1154
ROBO,21280
HIO,1634
PYZ,209
AMRS,146509
HIX,9760
PZA,2294
AMRN,137545
SREV,302
HIW,15528
SITO,2000
PZC,8688
PZE,5750
PZD,3826
FCOM,3639
PZG,53602
AMRI,3614
LEAF,16292
PZI,1108
AVEO,19492
AMTG,4787
AMTD,52415
PZN,3035
EP.PR.C,648
FTSL,402
LECO,8552
GOFF,360
WJXFF,550
YSYB,100000
PZT,428
HJN,2
VLKAY,3801
EHTEQ,210
MHGC,1137
VSAT,1455
MPWR,1338
SZYM,84690
ENDTF,4500
AMSG,954
SRGL,1000
SIVB,4130
SAEX,55
IDIX,14450
WEAT,54
UGLD,7550
AMTX,15852
SAFM,628
SIVR,21521
TLYS,11430
BDRAF,358
MYGN,113858
AVEW,773285
TDIV,4525
MHFI,87632
SAFT,1488
DGWIY,625
NSYS,2342
SAFS,115217
SAIA,1925
HLF,52746
AVGO,65673
GOHE,500
DNSKF,100
IDLV,85
EDPFY,215
HLS,4386
SAIC,8299
HLT,45414
NDBKY,102
HLX,6608
ITOCY,26
FLEX,168970
HMA,149359
TUNG,8000
HMC,8713
LNCGY,4282
HME,15487
VSBN,1
HMH,3554
SWDHF,1900
GOGC,2000
VLKAF,10
FLIDY,113
WMTM,3000
AMWD,428
HMN,2946
AVHI,9
FTTN,2000
QCRH,1100
FCSC,5347
FLDM,287
GOGO,148923
KRC.PR.G,247
HMY,266173
KRC.PR.H,662
ONNN,811807
TUMI,2589
EZCH,27075
PRPCF,20000
HAIN,10462
PICO,20
MKGAY,8
PUBGY,49
HNI,802
HNH,98
PICK,3174
AVMXY,11294
SRLP,1800
SRLN,1078
BASFY,3645
AEGY,12719499
KLNDF,4190
HNR,21900
YPF,12374
AVID,4243
HNT,11423
EIDO,42926
HNW,637
IDOG,1938
AEGR,9452
QLGC,9702
AEGN,4905
LVMHF,27
DWCH,4430
HALL,33
HALO,31017
RNSGF,1000
HOG,23634
FCTY,100
BHLB,123
DWAS,15022
HON,43476
SIZE,2
CMO.PR.E,2400
HOT,14254
HOS,5589
GXYEY,45
HOV,311396
AEHR,300
ROIC,23225
ROIA,549
VSEC,662
IDNG,25950
QAI,14841
GXYEF,4944
AVIV,645
PICB,1068
HPF,2975
HPI,10083
FLIC,5
GOLD,119032
MYNG,200
HPJ,4050
FBNIQ,11199
ENH.PR.B,262
ENH.PR.A,145
AMZG,6226
HPQ,777033
HPP,2260
PIEX,2000
HPS,5483
HPT,13692
SAMG,5
FLIR,12858
HPY,4442
AEIS,5513
NTAP,115136
SAMP,20
QLIK,166784
ROLL,3487
JPEX,4147
ONSM,50
HQH,8564
RDEIY,8000
SALE,14478
TRBAA,48837
HQL,993
AOIFF,100
QTWW,40295
CTBI,1604
SALM,390
QTXB,2500
SALT,48913
ECOCQ,400
MHLD,7720
HRC,20215
IMAX,3696
HRB,68192
HRG,3130
CTAS,28184
AMZN,131763
ONTY,8885
IMDC,500
HRL,27723
ARE.PR.E,1
FCZA,47
CTCM,5371
SRPT,85616
ONTX,6555
HRS,13031
CTCH,15914
HRT,2833
IDSA,400
DRE.PR.L,2404
DRE.PR.K,1200
DRE.PR.J,2252
REG.PR.F,1810
QDF,151
NTCT,4563
HSA,29011
HSC,1067
HSH,12106
GOOD,451
IDST,2000
KBIO,19991
AVNW,6522
TURV,1000
SAND,45352
HSP,25399
SANB,325
AEMD,55340
EIGI,991
AVNR,42269
IDRA,149966
HST,201691
IMCI,300
MHNA,3250
GOMO,20433
MHNB,500
SANM,11078
HSY,19334
YUM,101430
PPS.PR.A,200
LVLT,13965
SANW,5215
SANT,100
HTA,13977
MHNC,4264
QEH,2700
SANP,2350
MTZPY,98
HTD,13100
CCBG,206
CLLZF,500
HTH,18941
QEP,41485
CTCT,25682
HTM,2300
MYRG,1741
FLML,1920
HTS,47693
HTR,428
NTEK,48750
HTY,1641
NVZMY,41
HTZ,798890
CCCR,2800
NTES,69713
HARL,1
BYRG,155000
CKSW,5750
MYRX,125
ATPAQ,8250
TDTT,5522
MYRY,300000
HART,1380
SARA,100
NKTR,9392
HUN,140694
GOOG,138283
HUM,75285
IDSY,100
SAPE,15416
LEMB,725
SAPX,360001
ROOF,5952
IDTI,46916
HVB,346
AETUF,700
NKSH,5
ONVI,50
REPYY,541
ONVO,576479
SRTY,142682
AEPI,8
CWH.PR.E,175
GORO,58702
CWH.PR.D,1
CTGO,2
HVT,494
AMSWA,327
FLOT,15201
SASR,149
FLOW,1735
ANAD,8228
CALVF,2
ANAC,72761
TMHC,10097
GCTAF,563
NTGR,1127
FLPC,90500
NBGIF,143733
FIATY,181832
AA.PR,160
CTHR,2300
MRH.PR.A,143
UPIP,12109
NWLTF,600
IMGN,13291
GGAL,7392
QID,179184
KBLB,22377
HASI,56
ARZTY,28
PIKE,1592
YYY,3259
HAST,450
HXM,8562
HXL,29048
ANAT,1581
ANEWF,277
IAALF,36623
YTBLQ,10
YZC,60667
AERI,1907
ISNPY,1590
LNCE,7410
CRESY,2125
PINC,5800
LNCO,32149
PZOO,24000
HYB,912
HYD,43938
ANCB,300
LVSY,30
HYF,6711
CTIC,1261419
HYG,75587
VSPC,5000
HYI,1252
CCGM,50
SAVE,8943
EZPW,12410
CCGI,6700
CCIH,7200
QUAD,729
SWGAY,13057
LNBB,454
HYT,32155
GRP.U,11
OFIX,68
HYS,22948
OSKFF,2470
NCFT,224
CMGGF,97
QUAL,34589
ROSE,21586
BNPQY,2926
SATS,4306
IDXJ,224
ANDE,4356
FUBC,227
WNBD,5000
PDRDY,465
TBLMY,390
HAUP,5000
QUAN,6680
ROSG,1814
HUB.B,3011
EPM.PR.A,10
ROST,32602
CMXHF,100
AERT,1014
IDXX,4626
AVTC,600
MHTX,1335
HZO,324
ANCX,170
CTIX,34519
AERO,5778
NCIT,300
GOVT,114
OFLX,383
PRAA,10559
FLST,1000
WEST,118419
AETI,46
QLD,190452
ANEN,16057
CPPMF,25000
PRAN,14291
GOVX,2625
ERBB,19362504
AMKBY,210
ATGFF,200
CCIX,26712
UNICY,3500
ROVI,3585
FUEL,8007
WNEA,6500
HRZL,3372
HRZN,51
LNDC,11002
FLRN,2941
WERN,4637
RGDO,5
JPNL,220
MCHHF,300
HAWK,5194
ANFI,4722
LVMUY,23250
CTLE,17175
RGEN,18695
BHWX,1100
PCWLF,200
CICHY,974
RXII,497
STT.PR.C,329
QLTY,76433
PAAS,140145
HAZH,6460
PRCP,13497
ANGO,14636
ANGL,682
LNGT,18000
ANGI,67475
QDEF,3000
SHTDF,2500
NCLH,2219
JSHLY,100
DFNS,1
UHAL,1333
VSTI,2000
VSTM,2586
QDEL,1807
EPR.PR.F,101
GGGG,1
FLTR,764
WETF,52833
NTLS,13818
FLTX,298
IMMR,5659
OWOO,300000
QLTA,106
IMMU,107886
HAYN,614
IBDRY,1
TMMI,2500
TGSGY,235
SHCAY,7
QLTI,216
AVXL,6820
WVVI,350
EIRL,14023
SNMCY,200
SGYPW,460
FDEF,304
IMMCQ,17000
PACW,3727
FLWS,2374
CCNI,25100
PACR,1343
PACT,5968
IMPV,3106
NCNE,2000
CCNE,5
ANIP,1238
LEXG,34000
NKRKY,8
DWSN,209
ANIK,24567
VLNCQ,21022
ZBB,5491
RCKHF,70
CCMP,6949
CCMO,10
SEKEY,200
CCOM,1000
OOAG,10
PRDC,50
CCOI,5101
DWRE,3905
SOHAF,4000
OAOFY,39
EVEIQ,371
DFRG,2394
IMOS,6685
IAE,11137
IVAC,102
IAG,540948
IAF,1219
PRDL,230000
QQQ,4111041
IAI,19420
IAK,4630
GLNCY,15
NCMI,5486
PACB,4440
ROYL,800
PACD,18063
IVAN,262332
IAU,582976
VSUL,1500
IAT,12451
ROYT,3991
POAHY,140
UPRO,188252
KBWC,300
WEYS,347
KBWB,509
AEZS,61732
QRE,7429
TEAR,53511
ALPMY,5240
IMRS,5020
KBWD,798
GGLR,5000
IBB,21836
IVDA,500
FDIS,11986
IBA,200
KBWI,2330
ERHE,430
RGLD,54817
PRGS,726
PRGN,22852
QRM,18150
PRGO,59088
QLYS,1273
KBWR,275
KBWP,932
IBN,86685
IBM,343088
IMSC,10385
PRGX,28
NTRI,7316
KBWY,1032
RGLS,411
CCOP,51600
QUIK,56748
ATXDY,274
FLXS,984
ACERF,50000
ICA,9767
CTRX,59601
ICB,268
ICE,62757
ICF,15318
ICH,300
CLBH,102
CTRP,105804
SJNK,41604
BCGYF,50395
CTRN,5972
PRFZ,10285
CTRL,2959
ICN,1800
PRFT,15603
LNKD,274559
HJOE,123341
SSBI,200
DTEGY,18556
CCRN,20982
PRIM,24927
ZEP,396
THERF,2000
CLCT,2653
TECS,112
HBAN,242199
IDA,8382
FNFG.PR.B,175
HSCC,65400
IDE,4279
QTM,23419
CLCN,200
IVFH,200
IDG,273
IDI,1000
IMUC,55609
QTS,5925
IDN,186
CTSO,90000
NWURF,500
PZZA,15315
NDEKY,5
ZFC,1093
HSCO,2592750
SBAC,48647
IDT,2026
NTCXF,560
CTSH,834078
IDV,52950
CATYW,1400
IDU,10591
IDX,3991
CLDX,74882
NTRR,24768
WHLKY,250
NTRS,29000
IEC,285
CLDT,924
ERIC,234095
CLDS,285
ERIE,1248
IEF,25356
IEI,100785
CTTAY,3259
IEH,441
HSBC,35489
ERII,31519
FULL,1900
CCSC,242
TECH,14113
IEO,11050
PBI.PR.B,2777
IEP,22523
TECD,1081
FULT,22769
EAHC,1535
TECO,270000
IEV,89019
JYHW,100
TECL,4569
IEX,2045
IEZ,12301
VSYS,3000
PAGP,22986
RPAI,18600
HBCP,304
HSEA,19319
DANOY,4727
IFF,32627
HSEB,4702
PRKR,20121
QUNR,10336
IFN,6553
CCTC,53225
SBCF,652
RAMPF,20000
IFT,249
BZCN,453
GNCMA,788
PRLB,8371
NCTY,1000
SBAY,5000
CCUR,1300
IGA,3222
FUND,2180
IGC,10
UEXCF,1000
IGE,16991
IGD,39148
OOGI,100
IGF,1796
IGI,1100
QUMU,1
IGM,8637
TMUS,560074
AWAY,25166
IGN,4356
BAC.WS.A,13580
BAC.WS.B,45000
AGIIL,1
IGS,440
IGR,8654
IEFA,12621
IGU,700
IGT,85977
FDMF,160000
CLFD,29926
IGV,7726
QUNI,2080
ELPVY,200
FDML,9457
GDOCF,16965
ELYGF,3000
CTXE,17050
RGRA,3818
IHD,300
IHC,16
CLGX,1585
IHF,5738
ZIV,1595
BIDU,801450
IHE,3232
IHG,6122
MIDU,19747
PRMW,1
LFAP,100
IHI,98127
AFAN,1000
AFAM,706
CLGL,216431
CTWS,536
PALL,2687
IHS,7025
TVIX,184000
MIDZ,1600
FMAT,5114
IHY,938
GGSM,270000
FIADF,1710
OCR.PR.A,1300
RGRX,8332
OCR.PR.B,1100
LWAY,296
SSW.PR.C,101
SSW.PR.D,1000
IID,400
OOIL,65601
IIF,2510
III,1556
ASTVF,3997
IIM,4839
SCMWY,360
CSYJY,600
BIEL,1316000
CTXS,37537
UPZS,15413
SBDG,119
MZEI,6000
MIDD,5473
VIVEF,500
GOODN,101
WWAV,32730
NTWK,15805
HSIC,9046
FOSUF,3000
IJH,86588
FMCC,247312
IJJ,15210
DOMK,2000
HSII,33
IJK,19767
PROV,11
CLIR,5886
CCXI,36178
PROW,21000
ZLC,38346
IJR,153075
IJT,25478
CCXE,1008
SBGL,43851
IJS,33152
ANSS,8709
HBHC,4571
ZOLT,3055
SBGI,16548
AFCE,8365
PANW,84568
PRPH,1496
EROC,10237
RPDT,1575
FMBI,4139
SBFM,500
EROS,733
FURX,1041
ZMH,83691
BIGG,147122
WNRL,1160
CTZN,1150
BFHJD,520
PAMT,200
ILB,4
ANTH,10400
HSKA,4200
HBIO,1714
ILF,54155
DYN.WS,27
CREAF,200
DOOR,810
ENEVY,900
IEMG,42790
FMER,22680
ZNH,1090
TELK,1400
VCBI,1018
ICPVY,25
FDTS,18
IMF,400
KCAP,7347
IMI,7622
IMH,1045
AFFY,4210
QMCI,33800
AFFX,11814
KTCC,1567
IMO,4234
IMN,1319
MNHVY,18
HNNMY,2475
AFFM,60
STI.PR.E,91
EAPH,10300
IELG,5
FUTY,7290
RGUS,5000
STI.PR.A,100
TOSBF,948
INB,7832
AES.PR.C,2205
WNTR,332000
IND,1805
BIIB,32938
EAPS,4123
INF,364
VTEQ,984
ING,64558
PARA,1100
PARD,20283
PRSS,1274
INN,25670
SBKK,600
INP,511
GMICF,143
PRTA,6647
INO,721374
INT,705
AMBCF,10000
SSLT,28120
PMTYF,10
CLMT,6659
CLMS,3565
PARR,5000
INZ,266
INY,31
PARS,400
IOC,19454
DD.PR.A,100
COUGF,2500
DXCM,20022
OXBT,30256
NLNK,4233
SAXPY,900
DGAZ,180110
IVOG,1687
IOO,10632
DGAS,16
CLNY,21819
IRLBF,140
IVOO,2474
CLNT,500
RAD,567730
ZQK,24962
IVOV,5483
PRSC,13
EARN,317
ZOOM,17058
RAI,75641
FDUS,2130
IPF,100
IPE,2268
CLNE,55366
PATH,11786
IPG,69350
MILV,24515
IPI,40522
OSAGF,250
RAS,9394
IPN,200
NABZY,547
RAX,68360
FDMCF,300
TNAV,416
IPO,462
OXDG,1500
HSOL,171052
PATR,816
HSON,601
RIBTW,1000
INBK,700
RHHBY,93455
PATK,441
HBNC,20
IPU,200
BZNE,11265
RBA,21086
NUAN,209635
WGPLF,9500
RBC,2194
LMRMF,53010
RBL,500
EXMCQ,9507
IQI,14306
RBS,77822
BIND,3306
PRTX,100
PRTS,2702
DORM,8798
CUBI,1332
HSNI,4287
RBY,164595
SBLK,19057
PNC.PR.Q,1729
CUBE,30245
ERUS,9804
PNC.PR.P,5095
AAL,847931
AAN,16961
CUBA,2987
AAP,10015
RCD,1932
ZSL,16883
SSNC,8053
AAT,980
AAU,17400
BACHY,418
INAP,349
AAV,400
RCG,1
MILL,8453
RCI,4294
RCL,26000
IRC,5694
IRF,3718
HT.PR.C,8
IRE,28131
SSNI,20250
RYAAY,3912
IRG,16
INDB,4714
ABB,143872
IRL,200
NDAQ,35955
OXFD,65
ABC,27959
BIOD,44778
RCS,637
IRM,18678
MINT,3775
ABG,2704
TAYCP,1
IRR,22365
ARKAY,15
IRT,700
SCTPF,300
IRS,1593
IRV,185
ABM,8430
VTIP,480
QDYN,125
RDA,5154
IESC,3101
INDL,9950
RDC,48171
IRY,370
ABR,326
DXGE,650
ABT,343723
PRXL,11037
REXMY,39
RDI,107
PRXI,400
ABX,1231023
INDY,2229
ZTS,149888
ZTR,1293
CUBV,1000
ISD,300
ISG,1002
ISF,1080
RDN,41696
ISH,4789
VITFF,1500
BIPH,7331
VTHR,1
CLSI,56000
OGCP,1801
ACC,13810
ISM,200
ALIOF,160
ISL,13320
ACE,34858
SBND,2212
ACG,18585
PRVT,2039
RDY,3155
ACH,2217
ISP,3830
ACI,490582
ISS,3515
ISR,1675
BRAF,460
SBNK,900
ACM,22532
ACN,140652
ACO,6901
ACP,4568
CUDA,25219
ACT,60911
HSPX,3217
REE,56820
MINI,9828
ELRNF,1225
INCO,300
DGEN,1000
ACU,61
MZOR,35787
BIOS,8772
REG,10416
ACW,3710
ITB,142380
MIND,209
BIOQ,100
ITA,8021
MINE,258400
ACY,61
ITC,3989
INCY,14208
CLRO,375
ITF,366
REN,8379
ITE,32
REM,35425
BIOL,2736
USNZY,100
IMKTA,5304
SBNY,1799
ITG,18255
ITI,600
HBOS,401
ADC,3961
RES,8960
TETHF,5000
WWNTY,135
INFA,12834
REV,435
ITM,8356
ECPCY,8719
REX,2777
CWVLF,1
REW,15
ITR,792
REZ,1550
ADI,304506
SGGDF,1000
ITT,9737
INFI,19392
ADM,53776
MDRPF,3000
ITW,54855
ADP,164489
INFN,58758
ADS,21516
ADT,96700
GTKYY,12
RFG,1756
CDCO,100
RFI,34
WSBHF,100
ADX,3683
BRAZ,430
CHK.PR.D,300
SBRA,1182
PAYD,29700
JASMY,15
NHPEF,576
INFY,24327
XRAY,14787
CLSN,5582
RFP,8098
AEB,285
BRAQ,2259
AEC,11057
TNDQ,300
HUSI.PR.H,407
AED,901
HUSI.PR.G,1760
AEE,38363
HUSI.PR.F,920
AEF,1581
RFV,463
AEG,46360
TNDM,21
HUSI.PR.D,145
AEH,2392
BRCM,528737
OGEN,6617
AEK,1597
PAWS,30000
AEL,447406
AEM,158908
CLUB,148
TESO,1821
AEO,587009
AEP,152954
GPOR,38075
RGA,12011
